id,empleado_id,cliente_id,fecha,hora,fecha_cerrado,hora_cerrado,serie,forma_pago_id,cuenta,subtotal,iva,total,facturado,cancelado
83527,1571,72707,27/06/2022,17:00:23,27/06/2022,17:08:04,NDPKA025HBO,4,5109,1013.02,162.08,1175.1,SI,NO
83528,1040,73111,27/06/2022,17:07:47,27/06/2022,17:07:58,NDPYA0388B6,1,,73.19,11.71,84.9,NO,NO
83529,1040,73089,27/06/2022,17:08:11,27/06/2022,17:08:16,NDPYA030OYC,1,,18.02,2.88,20.9,NO,NO
83530,1040,72613,27/06/2022,17:08:39,27/06/2022,17:09:21,NDPYA040R5B,1,,170.09,27.21,197.3,NO,NO
83531,1040,72627,27/06/2022,17:10:14,27/06/2022,17:10:59,NDPYA026K1H,1,,16.38,2.62,19,SI,NO
83532,1040,72611,27/06/2022,17:12:39,27/06/2022,17:12:53,NDPYA035AL7,1,,55.31,8.85,64.16,NO,NO
83533,1040,72006,27/06/2022,17:14:48,27/06/2022,17:14:52,NDPYA037H32,1,,16.81,2.69,19.5,NO,NO
83534,1040,72610,27/06/2022,17:25:16,27/06/2022,17:25:28,NDPYA034S3A,1,,343.1,54.9,398,NO,NO
83535,1040,72631,27/06/2022,17:28:12,27/06/2022,17:28:12,NDPYA033BQ5,1,,-44.4,-7.1,-51.5,SI,NO
83536,1040,72594,27/06/2022,17:32:52,27/06/2022,17:32:55,NDPYA032RKR,1,,25.73,4.12,29.85,NO,NO
83537,1040,71712,27/06/2022,17:33:04,27/06/2022,17:33:22,NDPYA030PQR,1,,37.03,5.92,42.95,NO,NO
83538,1040,71703,27/06/2022,17:41:28,27/06/2022,17:50:30,NDPYA035DEE,1,,1625.77,260.13,1885.9,NO,NO
83539,1040,71702,27/06/2022,17:52:46,27/06/2022,17:53:18,NDPYA037I1F,1,,180.6,28.9,209.5,NO,NO
83540,1040,71700,27/06/2022,17:56:43,27/06/2022,17:56:52,NDPYA038NFY,1,,82.06,13.13,95.19,NO,NO
83541,1040,71847,27/06/2022,17:57:21,27/06/2022,17:57:59,NDPYA035EN1,1,,90.86,14.55,105.41,NO,NO
83542,1040,71459,27/06/2022,18:00:41,27/06/2022,18:00:57,NDPYA026IVA,1,,100.43,16.07,116.5,NO,NO
83543,1040,71448,27/06/2022,18:01:29,27/06/2022,18:01:32,NDPYA033QQK,1,,8.19,1.31,9.5,NO,NO
83544,1040,71645,27/06/2022,18:05:34,27/06/2022,18:07:16,NDPYA0339CA,1,,409.21,65.48,474.69,SI,NO
83545,1040,71447,27/06/2022,18:07:54,27/06/2022,18:08:25,NDPYA0370SP,1,,128.88,20.62,149.5,NO,NO
83546,1040,71444,27/06/2022,18:12:18,27/06/2022,18:13:33,NDPYA033BDA,1,,72.41,11.59,84,NO,NO
83547,1040,71664,27/06/2022,18:13:44,27/06/2022,18:13:50,NDPYA0339U5,1,,33.62,5.38,39,NO,NO
83548,1040,71468,27/06/2022,18:14:01,27/06/2022,18:14:07,NDPYA027KW9,1,,14.57,2.33,16.9,NO,NO
83549,676,71762,27/06/2022,18:37:37,27/06/2022,18:37:34,FD-NDPGR038PK7,1,,18224.012,2915.8284,21139.812,SI,NO
83550,1520,70548,28/06/2022,08:35:31,28/06/2022,08:35:46,NDPLI036FRL,1,,39.65,6.35,46,NO,NO
83551,1520,70480,28/06/2022,08:44:00,28/06/2022,08:44:14,NDPLI032FK8,1,,29.14,4.66,33.8,NO,NO
83552,1520,71083,28/06/2022,08:45:05,28/06/2022,08:45:56,NDPLI038M66,1,,256.9,41.1,298,NO,NO
83553,1571,70478,28/06/2022,08:48:51,28/06/2022,08:49:09,NDPKA042024,1,,256.9,41.1,298,NO,NO
83554,1571,71079,28/06/2022,08:52:23,28/06/2022,08:52:44,NDPKA036MNK,1,,62.76,10.05,72.81,NO,NO
83555,1520,70543,28/06/2022,08:53:31,28/06/2022,08:53:59,NDPLI036726,1,,61.03,9.77,70.8,NO,NO
83556,1571,70331,28/06/2022,09:02:25,28/06/2022,09:02:42,NDPKA034FFM,1,,33.62,5.38,39,NO,NO
83557,1571,71078,28/06/2022,09:12:39,28/06/2022,09:13:41,NDPKA040KAR,1,,95.95,15.35,111.3,NO,NO
83558,1520,70429,28/06/2022,09:16:26,28/06/2022,09:16:26,NDPLI035DPF,1,,50,0,50,NO,NO
83559,1571,70537,28/06/2022,09:34:29,28/06/2022,09:34:40,NDPKA043E15,1,,17.24,2.76,20,NO,NO
83560,1520,71067,28/06/2022,09:38:37,28/06/2022,09:38:55,NDPLI04612X,1,,64.14,10.26,74.4,NO,NO
83561,1520,70325,28/06/2022,09:39:15,28/06/2022,09:39:33,NDPLI042WVM,1,,99.57,15.93,115.5,NO,NO
83562,1520,71066,28/06/2022,09:40:54,28/06/2022,09:41:09,NDPLI038NYU,1,,19.31,3.09,22.4,NO,NO
83563,1520,71045,28/06/2022,09:43:15,28/06/2022,09:45:30,NDPLI0389NF,5,9580,194.06,31.05,225.11,SI,NO
83564,1520,71063,28/06/2022,09:46:26,28/06/2022,09:46:30,NDPLI043767,1,,42.24,6.76,49,NO,NO
83565,1520,70536,28/06/2022,09:48:43,28/06/2022,09:49:32,NDPLI0448EC,1,,112.07,17.93,130,NO,NO
83566,1520,70517,28/06/2022,09:50:58,28/06/2022,09:51:48,NDPLI0430NY,1,,138.54,22.16,160.7,NO,NO
83567,1571,70449,28/06/2022,09:51:47,28/06/2022,09:51:47,NDPKA038709,1,,50,0,50,NO,NO
83568,1520,70514,28/06/2022,09:52:42,28/06/2022,09:53:03,NDPLI038FIG,1,,81.73,13.08,94.81,NO,NO
83569,1520,70491,28/06/2022,09:53:15,28/06/2022,09:53:29,NDPLI03923N,1,,853.45,136.55,990,NO,NO
83570,1571,70959,28/06/2022,09:58:43,28/06/2022,09:59:04,NDPKA045XB6,1,,90.09,14.41,104.5,NO,NO
83571,1571,70948,28/06/2022,10:01:30,28/06/2022,10:01:37,NDPKA0213NX,1,,24.57,3.93,28.5,NO,NO
83572,1571,70317,28/06/2022,10:03:32,28/06/2022,10:03:57,NDPKA025RJ8,1,,69.23,11.07,80.3,NO,NO
83573,1571,70308,28/06/2022,10:07:57,28/06/2022,10:08:04,NDPKA036WU2,1,,74.57,11.93,86.5,NO,NO
83574,1571,70299,28/06/2022,10:13:19,28/06/2022,10:13:47,NDPKA031R4N,1,,25.72,4.12,29.84,NO,NO
83575,1520,57299,28/06/2022,10:22:48,28/06/2022,10:23:18,NDPLI03337J,1,,306.81,49.09,355.9,NO,NO
83576,1571,70403,28/06/2022,10:23:15,28/06/2022,10:24:38,NDPKA0285DI,1,,232.76,37.24,270,SI,NO
83577,1520,57288,28/06/2022,10:24:44,28/06/2022,10:24:47,NDPLI031GRA,1,,30.86,4.94,35.8,NO,NO
83578,1520,57276,28/06/2022,10:25:31,28/06/2022,10:25:36,NDPLI02824I,1,,74.57,11.93,86.5,NO,NO
83579,1571,70490,28/06/2022,10:33:28,28/06/2022,10:33:46,NDPKA033821,1,,65.43,10.47,75.9,NO,NO
83580,1571,70180,28/06/2022,10:41:28,28/06/2022,10:41:49,NDPKA0329Q3,1,,46.04,7.36,53.4,NO,NO
83581,1571,70114,28/06/2022,10:44:51,28/06/2022,10:45:34,NDPKA0311ZW,1,,202.42,32.38,234.8,SI,NO
83582,1571,70012,28/06/2022,10:46:04,28/06/2022,10:46:55,NDPKA031AKI,1,,74.57,11.93,86.5,NO,NO
83583,1571,70272,28/06/2022,10:47:07,28/06/2022,10:48:57,NDPKA03589T,1,,84.91,13.59,98.5,SI,NO
83584,1571,70178,28/06/2022,10:49:20,28/06/2022,10:49:26,NDPKA032BYA,1,,72.41,11.59,84,NO,NO
83585,1571,69806,28/06/2022,10:50:54,28/06/2022,10:51:02,NDPKA03198O,1,,41.03,6.56,47.59,NO,NO
83586,1571,70161,28/06/2022,10:53:53,28/06/2022,10:54:02,NDPKA033OWJ,1,,256.9,41.1,298,NO,NO
83587,1571,69711,28/06/2022,10:54:35,28/06/2022,10:55:53,NDPKA034D92,1,,156.9,25.1,182,SI,NO
83588,1571,69291,28/06/2022,10:58:22,28/06/2022,11:00:26,NDPKA034AG6,1,,196.89,31.51,228.4,NO,NO
83589,1571,69282,28/06/2022,11:00:59,28/06/2022,11:01:33,NDPKA03212O,1,,71.74,11.48,83.22,NO,NO
83590,1520,68486,28/06/2022,11:01:16,28/06/2022,11:02:13,NDPLI026L5I,1,,501.9,80.31,582.21,NO,NO
83591,1571,69281,28/06/2022,11:02:10,28/06/2022,11:02:35,NDPKA021B33,1,,31.38,5.02,36.4,NO,NO
83592,1571,68551,28/06/2022,11:04:02,28/06/2022,11:05:59,NDPKA024R51,3,144,2543.96,407.03,2950.99,SI,NO
83593,1571,69206,28/06/2022,11:07:49,28/06/2022,11:15:09,NDPKA038WB3,4,8058,218.37,34.94,253.31,SI,NO
83594,1520,68467,28/06/2022,11:14:19,28/06/2022,11:14:39,NDPLI033H1Q,1,,268.1,42.9,311,NO,NO
83595,1520,68442,28/06/2022,11:20:07,28/06/2022,11:20:11,NDPLI027O1U,1,,77.59,12.41,90,NO,NO
83596,1520,68161,28/06/2022,11:20:31,28/06/2022,11:21:48,NDPLI024JPS,5,3150,281.8,45.1,326.9,NO,NO
83597,1520,68142,28/06/2022,11:22:36,28/06/2022,11:22:36,NDPLI0299S4,1,,100,0,100,NO,NO
83598,1520,68149,28/06/2022,11:26:24,28/06/2022,11:27:41,NDPLI032T1T,5,6241,76.56,12.25,88.81,NO,NO
83599,1520,68137,28/06/2022,11:27:50,28/06/2022,11:28:00,NDPLI032ISF,1,,19.4,3.1,22.5,NO,NO
83600,1520,68118,28/06/2022,11:30:41,28/06/2022,11:30:51,NDPLI026VQ0,1,,79.31,12.69,92,NO,NO
83601,1520,66969,28/06/2022,11:31:28,28/06/2022,11:31:49,NDPLI0322MH,1,,36.04,5.76,41.8,NO,NO
83602,1520,67860,28/06/2022,11:34:41,28/06/2022,11:36:45,NDPLI0306WU,1,,285.93,45.74,331.67,NO,NO
83603,1520,67864,28/06/2022,11:37:18,28/06/2022,11:37:45,NDPLI03765G,1,,189.66,30.34,220,SI,NO
83604,1520,67186,28/06/2022,11:52:39,28/06/2022,11:56:40,NDPLI037MSA,1,,1043.44,166.97,1210.4099,NO,NO
83605,1571,66966,28/06/2022,11:54:21,28/06/2022,11:55:31,NDPKA0307OV,1,,208.79,33.4,242.19,NO,NO
83606,1571,66770,28/06/2022,11:56:05,28/06/2022,11:57:11,NDPKA034JP2,1,,106.04,16.97,123.01,NO,NO
83607,1571,66727,28/06/2022,11:57:45,28/06/2022,11:58:00,NDPKA039QPZ,1,,38.71,6.19,44.9,NO,NO
83608,1520,66718,28/06/2022,12:01:03,28/06/2022,12:01:27,NDPLI023GSI,1,,81.63,13.06,94.69,NO,NO
83609,1520,66963,28/06/2022,12:02:05,28/06/2022,12:02:30,NDPLI02608P,1,,342.76,54.84,397.6,NO,NO
83610,1571,65508,28/06/2022,12:07:32,28/06/2022,12:09:58,NDPKA031VQW,5,7891,242.77,38.83,281.6,SI,NO
83611,1520,63942,28/06/2022,12:13:11,28/06/2022,12:13:52,NDPLI025249,1,,238.45,38.15,276.6,NO,NO
83612,1520,63933,28/06/2022,12:15:53,28/06/2022,12:16:08,NDPLI033I2C,1,,80,12.8,92.8,NO,NO
83644,1571,64235,28/06/2022,12:27:08,28/06/2022,12:31:48,NDPKA036OE8,1,,418.88,67.02,485.9,SI,NO
83645,1520,63920,28/06/2022,12:29:59,28/06/2022,12:30:12,NDPLI044FK3,1,,169.96,27.19,197.15,NO,NO
83646,1520,63917,28/06/2022,12:30:24,28/06/2022,12:30:47,NDPLI028LQB,1,,73.27,11.72,84.99,NO,NO
83647,1520,63916,28/06/2022,12:36:34,28/06/2022,12:36:40,NDPLI035H81,1,,26.64,4.26,30.9,NO,NO
83648,1571,63908,28/06/2022,12:39:06,28/06/2022,12:39:47,NDPKA037OWT,1,,91.54,14.64,106.18,NO,NO
83649,1571,63906,28/06/2022,12:41:54,28/06/2022,12:42:04,NDPKA033NTH,1,,38.71,6.19,44.9,NO,NO
83650,1571,66172,28/06/2022,12:45:56,28/06/2022,12:46:04,NDPKA039ZTR,1,,22.24,3.56,25.8,NO,NO
83651,1520,63965,28/06/2022,12:46:14,28/06/2022,12:47:54,NDPLI034C0N,1,,333.19,53.31,386.5,SI,NO
83652,1571,65725,28/06/2022,12:46:21,28/06/2022,12:46:52,NDPKA032MO8,1,,30.95,4.95,35.9,NO,NO
83653,1571,65026,28/06/2022,12:47:13,28/06/2022,12:47:35,NDPKA034D5C,1,,34.05,5.45,39.5,NO,NO
83654,1520,57261,28/06/2022,12:50:07,28/06/2022,12:50:12,NDPLI031T5U,1,,74.57,11.93,86.5,NO,NO
83655,1571,64010,28/06/2022,12:55:04,28/06/2022,12:55:12,NDPKA033YKN,1,,16.81,2.69,19.5,NO,NO
83656,1520,57258,28/06/2022,13:00:59,28/06/2022,13:01:07,NDPLI031K95,1,,259.27,41.48,300.75,NO,NO
83657,1520,57245,28/06/2022,13:03:15,28/06/2022,13:04:18,NDPLI02632R,1,,382.15,61.15,443.3,NO,NO
83658,1520,63998,28/06/2022,13:07:31,28/06/2022,13:07:44,NDPLI0287QW,1,,166.38,26.62,193,NO,NO
83659,1520,63951,28/06/2022,13:08:08,28/06/2022,13:08:13,NDPLI033QH8,1,,34.31,5.49,39.8,NO,NO
83660,1520,63613,28/06/2022,13:08:28,28/06/2022,13:08:43,NDPLI035PQO,1,,120.26,19.24,139.5,NO,NO
83661,1520,63168,28/06/2022,13:14:10,28/06/2022,13:14:26,NDPLI02371P,1,,96.04,15.37,111.41,NO,NO
83662,1520,63210,28/06/2022,13:17:11,28/06/2022,13:19:34,NDPLI0279DZ,5,3909,589.83,94.38,684.21,SI,NO
83663,1520,63164,28/06/2022,13:19:59,28/06/2022,13:21:19,NDPLI041MU4,4,5885,73.62,11.78,85.4,NO,NO
83664,1520,63157,28/06/2022,13:22:38,28/06/2022,13:23:02,NDPLI032Y28,1,,36.9,5.9,42.8,NO,NO
83665,1520,63144,28/06/2022,13:28:14,28/06/2022,13:28:25,NDPLI0325OA,1,,62.5,10,72.5,NO,NO
83666,1520,63143,28/06/2022,13:29:15,28/06/2022,13:30:21,NDPLI034AEG,1,,109.31,17.49,126.8,NO,NO
83667,1571,62591,28/06/2022,13:30:35,28/06/2022,13:31:09,NDPKA028SZT,1,,122.5,19.6,142.1,NO,NO
83668,1520,63020,28/06/2022,13:31:55,28/06/2022,13:32:53,NDPLI031UK6,1,,115.69,18.51,134.2,NO,NO
83669,1520,62596,28/06/2022,13:43:34,28/06/2022,13:45:46,NDPLI031K2S,5,628,1205.77,192.93,1398.7,SI,NO
83670,1520,62583,28/06/2022,13:46:02,28/06/2022,13:47:08,NDPLI0295HU,1,,97.89,15.67,113.56,NO,NO
83671,1520,62331,28/06/2022,13:52:41,28/06/2022,13:54:28,NDPLI029LT2,1,,83.71,13.38,97.09,NO,NO
83672,1520,61672,28/06/2022,13:54:40,28/06/2022,13:54:59,NDPLI0308IB,1,,78.87,12.62,91.49,NO,NO
83673,1520,60880,28/06/2022,14:03:26,28/06/2022,14:03:43,NDPLI029WXO,1,,51.21,8.19,59.4,NO,NO
83674,1520,60636,28/06/2022,14:03:59,28/06/2022,14:04:25,NDPLI0353WQ,1,,84.4,13.5,97.9,NO,NO
83675,1520,60298,28/06/2022,14:04:32,28/06/2022,14:04:43,NDPLI0279D1,1,,88.62,14.18,102.8,NO,NO
83676,1520,60083,28/06/2022,14:05:44,28/06/2022,14:06:01,NDPLI0319GL,1,,120.09,19.22,139.31,NO,NO
83677,1520,59787,28/06/2022,14:07:38,28/06/2022,14:07:39,NDPLI0348AB,1,,50,0,50,NO,NO
83678,1520,61667,28/06/2022,14:08:25,28/06/2022,14:08:51,NDPLI033R76,1,,185.18,29.63,214.81,NO,NO
83679,1520,61761,28/06/2022,14:09:38,28/06/2022,14:09:50,NDPLI0386M9,1,,63.62,10.18,73.8,NO,NO
83680,1520,61664,28/06/2022,14:10:31,28/06/2022,14:10:50,NDPLI023C1T,1,,77.59,12.41,90,NO,NO
83681,1520,61603,28/06/2022,14:19:43,28/06/2022,14:20:12,NDPLI035BDH,1,,63.11,10.09,73.2,NO,NO
83682,1571,59178,28/06/2022,14:20:09,28/06/2022,14:21:02,NDPKA0294BG,1,,198.28,31.72,230,NO,NO
83683,1571,58973,28/06/2022,14:26:43,28/06/2022,14:26:49,NDPKA03311K,1,,15.52,2.48,18,NO,NO
83684,1571,58659,28/06/2022,14:27:02,28/06/2022,14:27:08,NDPKA029X1P,1,,74.57,11.93,86.5,NO,NO
83685,1571,60049,28/06/2022,14:31:00,28/06/2022,14:32:41,NDPKA022J19,1,,87.85,14.05,101.9,NO,NO
83686,1571,59717,28/06/2022,14:33:30,28/06/2022,14:33:50,NDPKA027ETU,1,,84.91,13.59,98.5,NO,NO
83687,1571,60046,28/06/2022,14:34:07,28/06/2022,14:34:23,NDPKA032EAF,1,,139.4,22.3,161.7,NO,NO
83688,1571,60283,28/06/2022,14:36:53,28/06/2022,14:37:13,NDPKA035U19,1,,88.8,14.21,103.01,NO,NO
83689,1571,57526,28/06/2022,14:37:59,28/06/2022,14:40:20,NDPKA042QOZ,5,4596,731.99,117.11,849.1,SI,NO
83690,1571,59535,28/06/2022,14:53:15,28/06/2022,14:53:24,NDPKA0321QK,1,,38.71,6.19,44.9,NO,NO
83691,1571,57957,28/06/2022,14:53:56,28/06/2022,14:54:08,NDPKA0379SZ,1,,25.86,4.14,30,NO,NO
83692,1571,57630,28/06/2022,14:54:22,28/06/2022,14:54:27,NDPKA031O0X,1,,84.91,13.59,98.5,NO,NO
83693,1571,57204,28/06/2022,14:54:43,28/06/2022,14:58:12,NDPKA034R9S,1,,362.07,57.93,420,NO,NO
83694,1571,57178,28/06/2022,14:58:58,28/06/2022,15:00:46,NDPKA044QWY,1,,34.31,5.49,39.8,NO,NO
83695,1571,56954,28/06/2022,15:00:53,28/06/2022,15:01:37,NDPKA027L02,1,,91.21,14.59,105.8,NO,NO
83696,1571,60883,28/06/2022,15:02:47,28/06/2022,15:03:12,NDPKA032ZRE,1,,89.92,14.38,104.3,NO,NO
83697,1520,59518,28/06/2022,15:07:50,28/06/2022,15:07:56,NDPLI031BPX,1,,38.71,6.19,44.9,NO,NO
83698,543,59555,28/06/2022,15:08:57,28/06/2022,18:21:36,NDPDU039WIR,2,30,2561.63,409.86,2971.4897,SI,NO
83699,1520,60094,28/06/2022,15:10:03,28/06/2022,15:10:52,NDPLI02385D,1,,42.16,6.74,48.9,SI,NO
83700,1520,60281,28/06/2022,15:11:05,28/06/2022,15:11:24,NDPLI026CK1,1,,25.43,4.07,29.5,NO,NO
83701,543,60087,28/06/2022,15:12:47,28/06/2022,18:17:26,NDPDU0332R6,2,29,2613.72,418.18,3031.9,SI,NO
83702,543,59834,30/06/2022,15:15:26,30/06/2022,15:02:05,NDPDU033G4M,5,7788,1689.23,270.26,1959.49,SI,NO
83703,1520,59513,28/06/2022,15:18:21,28/06/2022,15:19:12,NDPLI031KNW,5,5340,72.16,11.55,83.71,NO,NO
83704,1520,59421,28/06/2022,15:20:59,28/06/2022,15:22:01,NDPLI0357DY,1,,154.31,24.69,179,SI,NO
83705,1520,59493,28/06/2022,15:22:49,28/06/2022,15:23:21,NDPLI036U1Q,1,,118.01,18.88,136.89,NO,NO
83706,1520,59417,28/06/2022,15:26:38,28/06/2022,15:29:09,NDPLI038GBT,5,5196,201.72,32.28,234,SI,NO
83707,1520,59489,28/06/2022,15:31:42,28/06/2022,15:32:07,NDPLI029TDB,1,,61.21,9.79,71,NO,NO
83708,1520,59480,28/06/2022,15:34:30,28/06/2022,15:35:51,NDPLI029XF9,5,2790,122.33,19.57,141.9,NO,NO
83709,1520,59456,28/06/2022,15:37:14,28/06/2022,15:38:22,NDPLI034FRI,5,2790,46.47,7.44,53.91,NO,NO
83710,1520,59438,28/06/2022,15:38:44,28/06/2022,15:43:16,NDPLI038QRC,5,6590,459.57,73.53,533.1,NO,NO
83711,1520,59424,28/06/2022,15:44:24,28/06/2022,15:46:20,NDPLI033YU9,1,,257.76,41.24,299,SI,NO
83712,1520,59426,28/06/2022,16:00:08,28/06/2022,16:01:01,NDPLI028S7J,1,,130.78,20.92,151.7,NO,NO
83713,1520,58936,28/06/2022,16:03:46,28/06/2022,16:03:49,NDPLI033GRN,1,,86.12,13.78,99.9,NO,NO
83714,1520,58895,28/06/2022,16:05:59,28/06/2022,16:06:07,NDPLI039CNH,1,,40.43,6.47,46.9,NO,NO
83715,1520,59177,28/06/2022,16:10:46,28/06/2022,16:11:12,NDPLI031IG7,1,,93.88,15.02,108.9,NO,NO
83716,1520,59160,28/06/2022,16:12:15,28/06/2022,16:12:44,NDPLI029A9V,1,,28.37,4.54,32.91,NO,NO
83717,1520,59145,28/06/2022,16:14:52,28/06/2022,16:16:14,NDPLI03217C,1,,201.82,32.29,234.11,NO,NO
83718,1571,58632,28/06/2022,16:20:11,28/06/2022,16:20:36,NDPKA0240D1,1,,148.71,23.8,172.51,NO,NO
83719,1520,58886,28/06/2022,16:23:43,28/06/2022,16:24:03,NDPLI032COE,1,,35.17,5.63,40.8,NO,NO
83720,1520,58874,28/06/2022,16:26:24,28/06/2022,16:26:36,NDPLI034OWO,1,,21.47,3.44,24.91,NO,NO
83721,1520,58871,28/06/2022,16:29:11,28/06/2022,16:29:47,NDPLI033MSS,1,,146.37,23.41,169.78,SI,NO
83722,1520,58872,28/06/2022,16:32:01,28/06/2022,16:32:17,NDPLI026ONQ,1,,28.62,4.58,33.2,NO,NO
83723,1571,58615,28/06/2022,16:43:53,28/06/2022,16:44:04,NDPKA035OLK,1,,25,4,29,NO,NO
83724,1520,57237,28/06/2022,16:47:54,28/06/2022,16:48:00,NDPLI040OBW,1,,153.45,24.55,178,NO,NO
83725,1571,58612,28/06/2022,16:59:44,28/06/2022,17:00:31,NDPKA042XDS,1,,69.65,11.14,80.79,NO,NO
83726,1520,57209,28/06/2022,16:59:53,28/06/2022,17:00:13,NDPLI0420QR,1,,338.54,54.17,392.71,NO,NO
83727,1520,57205,28/06/2022,17:00:26,28/06/2022,17:00:29,NDPLI029SWM,1,,84.91,13.59,98.5,NO,NO
83728,1040,56311,28/06/2022,17:15:42,28/06/2022,17:18:27,NDPYA033YE8,4,1310,197.49,31.59,229.08,NO,NO
83729,1040,55897,28/06/2022,17:18:41,28/06/2022,17:18:48,NDPYA035ILP,1,,84.91,13.59,98.5,NO,NO
83730,1040,55497,28/06/2022,17:19:01,28/06/2022,17:19:11,NDPYA032AJX,1,,18.1,2.9,21,NO,NO
83731,1040,56615,28/06/2022,17:22:27,28/06/2022,17:22:59,NDPYA034J3T,1,,92.37,14.78,107.15,NO,NO
83732,1040,57621,28/06/2022,17:23:22,28/06/2022,17:23:50,NDPYA030CKI,1,,186.21,29.79,216,NO,NO
83733,1040,56861,28/06/2022,17:24:22,28/06/2022,17:25:19,NDPYA031K37,1,,74.75,11.96,86.71,NO,NO
83734,1040,57427,28/06/2022,17:28:57,28/06/2022,17:29:04,NDPYA043DZG,1,,40.43,6.47,46.9,NO,NO
83735,1040,57167,28/06/2022,17:29:19,28/06/2022,17:29:34,NDPYA042U32,1,,103.02,16.48,119.5,NO,NO
83736,1040,57613,28/06/2022,17:38:25,28/06/2022,17:38:41,NDPYA0397ZY,1,,32.67,5.23,37.9,NO,NO
83737,1040,56947,28/06/2022,17:39:21,28/06/2022,17:39:43,NDPYA0363BX,1,,42.58,6.81,49.39,NO,NO
83738,1040,57608,28/06/2022,17:40:03,28/06/2022,17:40:11,NDPYA028386,1,,34.4,5.5,39.9,NO,NO
83739,1040,55171,28/06/2022,17:40:58,28/06/2022,17:41:02,NDPYA038XJK,1,,43.23,6.92,50.15,NO,NO
83740,1040,54836,28/06/2022,17:43:54,28/06/2022,17:44:38,NDPYA0374LW,1,,127.67,20.42,148.09,NO,NO
83741,1040,55011,28/06/2022,17:47:07,28/06/2022,17:47:36,NDPYA039KI0,1,,142.93,22.87,165.8,NO,NO
83742,1040,54381,28/06/2022,17:49:18,28/06/2022,17:49:26,NDPYA043TXM,1,,12.84,2.05,14.89,NO,NO
83743,1040,54026,28/06/2022,17:55:56,28/06/2022,17:56:50,NDPYA04212U,1,,53.37,8.54,61.91,NO,NO
83744,1040,53493,28/06/2022,17:58:12,28/06/2022,17:58:26,NDPYA0370DA,1,,38.71,6.19,44.9,NO,NO
83745,1040,57939,28/06/2022,18:10:26,28/06/2022,18:10:30,NDPYA0310AN,1,,18,2.88,20.88,NO,NO
83746,1040,57603,28/06/2022,18:12:57,28/06/2022,18:14:07,NDPYA037T36,1,,228.81,36.6,265.41,NO,NO
83747,1040,57596,28/06/2022,18:14:33,28/06/2022,18:14:39,NDPYA033VKG,1,,34.91,5.59,40.5,NO,NO
83748,1040,57564,28/06/2022,18:14:54,28/06/2022,18:15:07,NDPYA036GB7,1,,118.46,18.95,137.41,NO,NO
83749,1040,57422,28/06/2022,18:17:55,28/06/2022,18:19:02,NDPYA040SSE,5,4299,101.12,16.18,117.3,NO,NO
83750,1040,56946,28/06/2022,18:19:21,28/06/2022,18:20:16,NDPYA035TOT,5,4299,17.24,2.76,20,NO,NO
83751,1040,56858,28/06/2022,18:21:54,28/06/2022,18:22:03,NDPYA0340OF,1,,42.24,6.76,49,NO,NO
83752,1040,57393,28/06/2022,18:24:33,28/06/2022,18:24:50,NDPYA034BL3,1,,61.04,9.76,70.8,NO,NO
83753,1040,57384,28/06/2022,18:27:08,28/06/2022,18:27:29,NDPYA0396XB,1,,72.32,11.57,83.89,NO,NO
83754,1040,57377,28/06/2022,18:27:50,28/06/2022,18:28:03,NDPYA036GZW,1,,170.51,27.28,197.79,NO,NO
83755,676,56619,28/06/2022,18:37:28,28/06/2022,18:37:25,FD-NDPGR03979J,1,,16772.914,2683.59,19456.518,SI,NO
83756,1520,56267,29/06/2022,08:33:57,29/06/2022,08:34:06,NDPLI0432JS,1,,15.52,2.48,18,NO,NO
83757,1520,55927,29/06/2022,08:36:12,29/06/2022,08:36:15,NDPLI037YLT,1,,38.71,6.19,44.9,NO,NO
83758,1571,57125,29/06/2022,08:47:04,29/06/2022,08:47:16,NDPKA04074E,1,,56.03,8.97,65,NO,NO
83759,1571,57110,29/06/2022,09:00:28,29/06/2022,09:00:35,NDPKA0365GF,1,,59.48,9.52,69,NO,NO
83760,1571,57109,29/06/2022,09:03:24,29/06/2022,09:03:38,NDPKA0357TQ,1,,42.67,6.83,49.5,NO,NO
83761,1571,57083,29/06/2022,09:05:21,29/06/2022,09:05:42,NDPKA034KPL,1,,128.88,20.63,149.51,NO,NO
83762,1520,55479,29/06/2022,09:11:18,29/06/2022,09:11:32,NDPLI037P1G,1,,28.28,4.53,32.81,NO,NO
83763,1520,56579,29/06/2022,09:13:34,29/06/2022,09:13:47,NDPLI0379V6,1,,58.53,9.37,67.9,NO,NO
83764,1520,56789,29/06/2022,09:16:03,29/06/2022,09:16:10,NDPLI036F85,1,,149.14,23.86,173,NO,NO
83765,1520,55153,29/06/2022,09:25:53,29/06/2022,09:26:22,NDPLI041RZP,1,,30.6,4.9,35.5,NO,NO
83766,1571,57080,29/06/2022,09:38:48,29/06/2022,09:39:52,NDPKA049Q04,1,,159.83,25.58,185.41,NO,NO
83767,1571,57075,29/06/2022,09:42:21,29/06/2022,09:42:36,NDPKA0352EU,1,,119.83,19.17,139,NO,NO
83768,1571,57029,29/06/2022,09:42:57,29/06/2022,09:44:29,NDPKA044TDJ,1,,423.02,67.68,490.7,SI,NO
83769,1571,57035,29/06/2022,09:51:25,29/06/2022,09:51:34,NDPKA039JP6,1,,37.5,6,43.5,NO,NO
